name,iata,icao,country,lat,lon
Tampa MacDill Air Force Base,MCF,KMCF,United States,27.849483,-82.521019
Tampa North Aero Park Airport,KYO,KX39,United States,28.221243,-82.374504
Tampa Peter O'Knight Airport,TPF,KTPF,United States,27.915571,-82.446686
Tampere Pirkkala Airport,TMP,EFTP,Finland,61.414349,23.605452
Tampico International Airport,TAM,MMTM,Mexico,22.29645,-97.865898
Tamuin Airport,TSL,MMTN,Mexico,22.03829,-98.806503
Tamworth Airport,TMW,YSTW,Australia,-31.083799,150.846603
Tan Tan Airport,TTA,GMAT,Morocco,28.448191,-11.1613
Tanahmerah Airport,TMH,WAKT,Indonesia,-6.096202,140.305405
Tanana Ralph M. Calhoun Memorial Airport,TAL,PATA,United States,65.174393,-152.108994
Tandil Airport,TDL,SAZT,Argentina,-37.242222,-59.229511
Tanegashima Airport,TNE,RJFG,Japan,30.605061,130.991196
Tanga Airport,TGT,HTTG,Tanzania,-5.09235,39.071152
Tangalooma Airport,TAN,YTGA,Australia,-27.136988,153.364258
Tangara da Serra Airport,TGQ,SWTS,Brazil,-14.662,-57.443501
Tangier Ibn Battouta Airport,TNG,GMTT,Morocco,35.72691,-5.91688
Tangshan Sannuhe Airport,TVS,ZBTS,China,39.718784,117.99791
Tanjung Manis Airport,TGC,WBTM,Malaysia,2.177778,111.201942
Tanjung Pandan Buluh Tumbang Airport,TJQ,WIKD,Indonesia,-2.74572,107.754898
Tanjung Pinang Raja Haji Fisabilillah Airport,TNJ,WIDN,Indonesia,0.922683,104.532303
Tanjung Selor Tanjung Harapan Airport,TJS,WAGD,Indonesia,2.836389,117.373596
Tanna Whitegrass Airport,TAH,NVVW,Vanuatu,-19.458445,169.22821
Taos Regional Airport,TSM,KSKX,United States,36.458199,-105.671997
Tapachula International Airport,TAP,MMTP,Mexico,14.79433,-92.370003
Taplejung Suketar Airport,TPJ,VNTJ,Nepal,27.351463,87.697289
Tara Airport,XTR,YTAA,Australia,-27.162867,150.476425
Tarakan Juwata International Airport,TRK,WAQQ,Indonesia,3.326694,117.565498
Tarama Airport,TRA,RORT,Japan,24.6539,124.675003
Taranto Grottaglie Airport,TAR,LIBG,Italy,40.517509,17.40321
Tarapaca Airport,TCD,SKRA,Colombia,-2.895334,-69.748505
Tarapoto Airport,TPP,SPST,Peru,-6.50874,-76.373199
Tarawa Bonriki International Airport,TRW,NGTA,Kiribati,1.381636,173.147003
Taraz Airport,DMB,UADD,Kazakhstan,42.853611,71.303612
Tarbes-Lourdes-Pyrenees Airport,LDE,LFBT,France,43.185551,-0.00277
Taree Airport,TRO,YTRE,Australia,-31.879999,152.509995
Targu Mures International Airport,TGM,LRTM,Romania,46.467709,24.412519
Tari Airport,TIZ,AYTA,Papua New Guinea,-5.845,142.947998
Tarija Airport,TJA,SLTJ,Bolivia,-21.5557,-64.701302
Tarinkot Airport,TII,OATN,Afghanistan,32.866669,65.633331
Tarko-Sale Airport,TQL,USDS,Russia,64.921341,77.797356
Taroom Airport,XTO,YTAM,Australia,-25.801701,149.899994
Tartu Airport,TAY,EETU,Estonia,58.307461,26.69042
Tashkent East Airport,TVT,UZTP,Uzbekistan,41.313911,69.403549
Tashkent International Airport,TAS,UZTT,Uzbekistan,41.258503,69.282295
Tashkurgan Khunjerab Airport,HQL,ZWTK,China,37.656796,75.291367
Tasiilaq Heliport,AGM,BGAM,Greenland,65.612297,-37.618336
Tasikmalaya Cibeureum Airport,TSY,WICM,Indonesia,-7.3466,108.246002
Tasiujaq Airport,YTQ,CYTQ,Canada,58.667778,-69.955833
Tatakoto Airport,TKV,NTGO,French Polynesia,-17.3552,-138.445007
Tatenhill Airport,QGM,EGBM,United Kingdom,52.813885,-1.765516
Tatitlek Airport,TEK,PAKA,United States,60.871483,-146.690125
Taua Airport,JTA,SDZG,Brazil,-5.932713,-40.296177
Taupo Airport,TUO,NZAP,New Zealand,-38.7397,176.084396
Tauranga Airport,TRG,NZTG,New Zealand,-37.673225,176.198578
Tawau Airport,TWU,WBKW,Malaysia,4.313369,118.121902
Tawi Tawi Sanga Sanga Airport,TWT,RPMN,Philippines,5.044251,119.740982
Taylor Airport,TYZ,KTYL,United States,34.455811,-110.111626
Tbilisi International Airport,TBS,UGTB,Georgia,41.668774,44.951672
Te Anau Manapouri Airport,TEU,NZMO,New Zealand,-45.533001,167.649994
Tebessa Airport,TEE,DABS,Algeria,35.430737,8.124193
Teesside International Airport,MME,EGNV,United Kingdom,54.509178,-1.4294
Tefe Airport,TFF,SBTF,Brazil,-3.38294,-64.723999
Tegucigalpa Palmerola International Airport,XPL,MHPR,Honduras,14.3824,-87.621201
Tegucigalpa Toncontin International Airport,TGU,MHTG,Honduras,14.06088,-87.217102
Tehachapi Municipal Airport,TSP,KTSP,United States,35.135117,-118.439476
Tehran Imam Khomeini International Airport,IKA,OIIE,Iran,35.416111,51.152222
Tehran Mehrabad International Airport,THR,OIII,Iran,35.689159,51.313412
Tehuacan National Airport,TCN,MMHC,Mexico,18.493364,-97.417099
Teixeira de Freitas Airport,TXF,SNTF,Brazil,-17.524166,-39.669724
Tekirdag Corlu Airport,TEQ,LTBU,Turkey,41.138332,27.919167
Tel Aviv Ben Gurion International Airport,TLV,LLBG,Israel,32.011379,34.886662
Telemaco Borba Airport,TEC,SSVL,Brazil,-24.317331,-50.651772
Telfer Airport,TEF,YTEF,Australia,-21.715,122.228996
Teller Airport,TLA,PATE,United States,65.240402,-166.339005
Telluride Regional Airport,TEX,KTEX,United States,37.953888,-107.908607
Temora Airport,TEM,YTEM,Australia,-34.421398,147.511993
Temple Draughon-Miller Airport,TPL,KTPL,United States,31.150278,-97.409164
Temuco Airport,ZCO,SCQP,Chile,-38.930801,-72.653603
Temuco Maquehue Airport,PZS,SCTC,Chile,-38.767376,-72.638428
Tenerife North Airport,TFN,GCXO,Spain,28.482651,-16.341499
Tenerife South Airport,TFS,GCTS,Spain,28.04447,-16.572399
Tengchong Tuofeng Airport,TCZ,ZPTC,China,24.939379,98.482025
Tennant Creek Airport,TCA,YTNK,Australia,-19.634155,134.176559
Teofilo Otoni Airport,TFL,SNTO,Brazil,-17.8923,-41.513599
Tepic Amado Nervo International Airport,TPQ,MMEP,Mexico,21.419451,-104.842003
Terceira Lajes Airport,TER,LPLA,Portugal,38.761841,-27.0907
Teresina Airport,THE,SBTE,Brazil,-5.05994,-42.823399
Termas de Rio Hondo Airport,RHD,SANH,Argentina,-27.49811,-64.935959
Termez Airport,TMJ,UZST,Uzbekistan,37.287842,67.310158
Ternate Babullah Airport,TTE,WAMT,Indonesia,0.831414,127.381401
Terney Airport,NEI,UHWT,Russia,45.083057,136.590561
Terni Alvaro Leonardi Airport,QIL,LIAA,Italy,42.573364,12.584465
Terrace Northwest Regional Airport,YXT,CYXT,Canada,54.468498,-128.576004
Terre Haute Regional Airport,HUF,KHUF,United States,39.451462,-87.307503
Terre-de-Haut Les Saintes Airport,LSS,TFFS,Guadeloupe,15.864671,-61.579796
Terrell Municipal Airport,TRL,KTRL,United States,32.709351,-96.267082
Teruel Airport,TEV,LETL,Spain,40.411945,-1.2175
Tete Chingozi Airport,TET,FQTT,Mozambique,-16.104799,33.640179
Tete-a-la-Baleine Airport,ZTB,CTB6,Canada,50.674374,-59.383511
Teterboro Airport,TEB,KTEB,United States,40.850101,-74.060799
Tetiaroa Airport,TTI,NTTE,French Polynesia,-17.0149,-149.588852
Tetuan Sania Ramel Airport,TTU,GMTN,Morocco,35.59433,-5.32001
Teuge International Airport,QHT,EHTE,Netherlands,52.242867,6.051045
Texarkana Regional Airport,TXK,KTXK,United States,33.45372,-93.990997
Tezpur Airport,TEZ,VETZ,India,26.709925,92.784569
Tezu Airport,TEI,VETJ,India,27.941219,96.134438
Thames Airport,TMZ,NZTH,New Zealand,-37.157181,175.549072
Thandwe Airport,SNW,VYTD,Myanmar (Burma),18.46073,94.30011
Thangool Airport,THG,YTNG,Australia,-24.495169,150.578857
Thargomindah Airport,XTG,YTGM,Australia,-27.987225,143.812897
The Dalles Columbia Gorge Regional Airport,DLS,KDLS,United States,45.6185,-121.167
The Fuel Depot,QAF,AT97,Antarctica,-70.296288,-2.421412
The Granites Airport,GTS,YTGT,Australia,-20.548332,130.350006
The Pas Airport,YQD,CYQD,Canada,53.971378,-101.091003
The Valley Clayton J. Lloyd International Airport,AXA,TQPF,Anguilla,18.20483,-63.055
Theda Station Airport,TDN,YTHD,Australia,-14.790424,126.498238
Theodore Airport,TDR,YTDR,Australia,-24.986122,150.093063
Thermal Jacqueline Cochran Regional Airport,TRM,KTRM,United States,33.626884,-116.155937
Thessaloniki International Airport,SKG,LGTS,Greece,40.519718,22.970949
Thief River Falls Regional Airport,TVF,KTVF,United States,48.065109,-96.184654
Thimarafushi Airport,TMF,VRNT,Maldives,2.212456,73.152817
Thiruvananthapuram International Airport,TRV,VOTV,India,8.48174,76.920395
Thisted Airport,TED,EKTS,Denmark,57.068802,8.705224
Thomasville Regional Airport,TVI,KTVI,United States,30.9025,-83.880554
Thompson Airport,YTH,CYTH,Canada,55.801109,-97.864098
Thorshofn Airport,THO,BITN,Iceland,66.21833,-15.3347
Three Rivers Municipal Dr Haines Airport,HAI,KHAI,United States,41.960423,-85.592323
Thruxton Airport,QGO,EGHO,United Kingdom,51.210648,-1.599004
Thunder Bay International Airport,YQT,CYQT,Canada,48.371941,-89.323799
Tiakur Jos Orno Imsula Airport,JIO,WAPM,Indonesia,-8.140573,127.909317
Tianjin Binhai International Airport,TSN,ZBTJ,China,39.124352,117.3461
Tianshui Maijishan Airport,THQ,ZLTS,China,34.558334,105.861115
Tiaret Bou Chekif Airport,TID,DAOB,Algeria,35.341061,1.463834
Tibooburra Airport,TYB,YTIB,Australia,-29.452763,142.057266
Tibu Airport,TIB,SKTB,Colombia,8.63126,-72.733009
Tifton Henry Tift Myers Airport,TMA,KTMA,United States,31.433332,-83.48333
Tiga Airport,TGJ,NWWA,New Caledonia,-21.0961,167.803802
Tijuana International Airport,TIJ,MMTJ,Mexico,32.541061,-116.970001
Tikapur Airport,TPU,VNTP,Nepal,28.52178,81.122749
Tikehau Airport,TIH,NTGC,French Polynesia,-15.1196,-148.229996
Tiksi Airport,IKS,UEST,Russia,71.697701,128.903
Tillamook Airport,OTK,KTMK,United States,45.418201,-123.814003
Timaru Richard Pearse Airport,TIU,NZTU,New Zealand,-44.3027,171.225204
Timber Creek Airport,TBK,YTBR,Australia,-15.620351,130.446976
Timbiqui Airport,TBD,SKMB,Colombia,2.774018,-77.666008
Timika Airport,TIM,WAYY,Indonesia,-4.52827,136.887299
Timimoun Airport,TMX,DAUT,Algeria,29.236679,0.276205
Timisoara Traian Vuia International Airport,TSR,LRTR,Romania,45.80986,21.33786
Timmins Airport,YTS,CYTS,Canada,48.569721,-81.376602
Tin City LRRS Airport,TNC,PATC,United States,65.563904,-167.922424
Tindouf Airport,TIN,DAOF,Algeria,27.700371,-8.1671
Tingo Maria Airport,TGI,SPGM,Peru,-9.28916,-76.004997
Tinian International Airport,TIQ,PGWT,Northern Mariana Islands,14.999211,145.618576
Tioman Airport,TOD,WMBT,Malaysia,2.818012,104.159958
Tirana International Airport,TIA,LATI,Albania,41.414742,19.72056
Tiree Airport,TRE,EGPU,United Kingdom,56.499161,-6.86916
Tiruchirappalli International Airport,TRZ,VOTR,India,10.76536,78.709717
Tirupati Airport,TIR,VOTP,India,13.63249,79.543251
Titusville Space Coast Regional Airport,TIX,KTIX,United States,28.512222,-80.799446
Tivat Airport,TIV,LYTV,Montenegro,42.404659,18.72328
Tlemcen Zenata Airport,TLM,DAON,Algeria,35.016659,-1.45
Toamasina Airport,TMM,FMMT,Madagascar,-18.109501,49.392529
Tobermorey Airport,TYP,YTMY,Australia,-22.25584,137.952744
Tobolsk Remezov Airport,RMZ,USTJ,Russia,58.058334,68.34861
Tobruk Airport,TOB,HLTQ,Libya,31.854666,23.896267
Toccoa Airport,TOC,KTOC,United States,34.590805,-83.298256
Tocumwal Airport,TCW,YTOC,Australia,-35.811699,145.608002
Tofino Harbour Seaplane Base,YTP,CAB4,Canada,49.154915,-125.909485
Tofino Long Beach Airport,YAZ,CYAZ,Canada,49.082218,-125.772003
Togiak Airport,TOG,PATG,United States,59.053066,-160.39772
Tok Junction Airport,TKJ,PATJ,United States,63.329506,-142.953568
Tokat Airport,TJK,LTAW,Turkey,40.321861,36.379726
Tokol Airport,QHL,LHTL,Hungary,47.341915,18.984804
Toksook Bay Airport,OOK,PAOO,United States,60.541401,-165.087006
Tokunoshima Airport,TKN,RJKN,Japan,27.83638,128.881195
Tokushima Airport,TKS,RJOS,Japan,34.132801,134.606598
Tokyo Haneda International Airport,HND,RJTT,Japan,35.55225,139.779602
Tokyo Narita International Airport,NRT,RJAA,Japan,35.764721,140.386307
Tokyo Yokota Air Base,OKO,RJTY,Japan,35.748489,139.348404
Tolanaro Airport,FTU,FMSD,Madagascar,-25.038,46.956108
Toledo Airport,TOW,SBTD,Brazil,-24.6863,-53.697498
Toledo Executive Airport,TDZ,KTDZ,United States,41.564899,-83.4823
Toledo Express Airport,TOL,KTOL,United States,41.580002,-83.800003
Toledo South Lewis County Airport,TDO,KTDO,United States,46.476212,-122.811127
Toliara Airport,TLE,FMST,Madagascar,-23.383301,43.728451
Tolitoli Sultan Bantilan Airport,TLI,WAFL,Indonesia,1.12354,120.793289
Tolu Golfo de Morrosquillo Airport,TLU,SKTL,Colombia,9.509513,-75.585793
Toluca International Airport,TLC,MMTO,Mexico,19.33707,-99.566002
Tomia Maranggo Airport,TQQ,WAWC,Indonesia,-5.766382,123.918648
Toms River Ocean County Airport,MJX,KMJX,United States,39.928093,-74.293053
Tomsk Bogashevo Airport,TOF,UNTT,Russia,56.383331,85.21167
Tongatapu Fuaʻamotu International Airport,TBU,NFTF,Tonga,-21.238001,-175.136993
Tonghua Sanyuanpu Airport,TNH,ZYTN,China,42.047733,125.733467
Tongliao Airport,TGO,ZBTL,China,43.55666,122.199699
Tongoa Airport,TGH,NVST,Vanuatu,-16.8911,168.5513
Tongren Fenghuang Airport,TEN,ZUTR,China,27.883333,109.308891
Tonopah Airport,TPH,KTPH,United States,38.06028,-117.08667
Tonopah Test Range Airport,XSD,KTNX,United States,37.798801,-116.780998
Toowoomba Airport,TWB,YTWB,Australia,-27.542221,151.913895
Toowoomba Brisbane West Wellcamp Airport,WTB,YBWW,Australia,-27.558332,151.793335
Topeka Philip Billard Municipal Airport,TOP,KTOP,United States,39.069721,-95.622498
Topeka Regional Airport,FOE,KFOE,United States,38.951473,-95.66124
Toraja Airport,TRT,WAFB,Indonesia,-3.185833,119.917747
Toronto City Billy Bishop Airport,YTZ,CYTZ,Canada,43.629791,-79.3937
Toronto Pearson International Airport,YYZ,CYYZ,Canada,43.680634,-79.627007
Torrance Zamperini Field Airport,TOA,KTOA,United States,33.803047,-118.338974
Torreon Francisco Sarabia International Airport,TRC,MMTC,Mexico,25.56827,-103.410004
Torres Airport,TSQ,SSTE,Brazil,-29.412291,-49.807484
Torrington Municipal Airport,TOR,KTOR,United States,42.064278,-104.155891
Torsby Airport,TYF,ESST,Sweden,60.157619,12.99126
Tortoli Airport,TTB,LIET,Italy,39.918823,9.682831
Tortuguero Airport,TTQ,MRBT,Costa Rica,10.568889,-83.514999
Torun Bielany Airport,QPT,EPTO,Poland,53.030125,18.540222
Totegegie Airport,GMR,NTGJ,French Polynesia,-23.082985,-134.887222
Tottori Airport,TTJ,RJOR,Japan,35.53006,134.166504
Touggourt Sidi Mahdi Airport,TGR,DAUK,Algeria,33.067799,6.088672
Touho Airport,TOU,NWWU,New Caledonia,-20.790001,165.259399
Toulon-Hyeres Airport,TLN,LFTH,France,43.09734,6.146031
Toulouse Blagnac Airport,TLS,LFBO,France,43.628101,1.367263
Toulouse Francazal Airport,QYF,LFBF,France,43.545696,1.36722
Toulouse Lasbordes Airport,QFO,LFCL,France,43.587822,1.498572
Tours Val de Loire Airport,TUF,LFOT,France,47.431938,0.723056
Townsville Airport,TSV,YBTL,Australia,-19.252907,146.767303
Toyama Airport,TOY,RJNT,Japan,36.648331,137.1875
Tozeur Nefta International Airport,TOE,DTTZ,Tunisia,33.93972,8.110556
Trabzon Airport,TZX,LTCG,Turkey,40.995098,39.789719
Trail Airport,YZZ,CAD4,Canada,49.055473,-117.609184
Trang Airport,TST,VTST,Thailand,7.508744,99.61657
Trapani Birgi Airport,TPS,LICT,Italy,37.9114,12.48796
Trashigang Yongphulla Airport,YON,VQTY,Bhutan,27.25639,91.514442
Trat Airport,TDX,VTBO,Thailand,12.27457,102.318901
Traverse City Cherry Capital Airport,TVC,KTVC,United States,44.74139,-85.582222
Treasure Cay Airport,TCB,MYAT,Bahamas,26.745331,-77.391197
Trebbin Schonhagen Airport,QCZ,EDAZ,Germany,52.203888,13.16
Trelew Almirante Marco Andres Zar Airport,REL,SAVT,Argentina,-43.210499,-65.270302
Trencin Airport,QRN,LZTN,Slovakia,48.865726,17.994404
Trento Mattarello Airport,QIT,LIDT,Italy,46.022636,11.124957
Trenton Airport,YTR,CYTR,Canada,44.118851,-77.528259
Trepell Airport,TQP,YTEE,Australia,-21.839603,140.893768
Tres Lagoas Airport,TJL,SBTG,Brazil,-20.753641,-51.681252
Trier Fohren Airport,QET,EDRT,Germany,49.863335,6.788056
Trieste Friuli Venezia Giulia Airport,TRS,LIPQ,Italy,45.827499,13.47222
Trincomalee China Bay Airport,TRR,VCCT,Sri Lanka,8.539129,81.181313
Trinidad Perry Stokes Airport,TAD,KTAD,United States,37.260162,-104.336952
Trinidad Teniente Jorge Henrich Arauz Airport,TDD,SLTR,Bolivia,-14.8187,-64.917999
Tripoli International Airport,TIP,HLLT,Libya,32.66354,13.15901
Tripoli Mitiga International Airport,MJI,HLLM,Libya,32.89283,13.283325
Trois-Rivieres Airport,YRQ,CYRQ,Canada,46.362202,-72.675591
Troll Airfield,QAT,ENOE,Antarctica,-71.957222,2.466667
Tromso Airport,TOS,ENTC,Norway,69.683327,18.918909
Trondheim Vaernes Airport,TRD,ENVA,Norway,63.45755,10.92425
Tropicana Airport,QBT,YTRA,Australia,-29.186014,124.550415
Troy Municipal Airport,TOI,KTOI,United States,31.861837,-86.011879
Troyes Barberey Airport,QYT,LFQB,France,48.321609,4.016622
Truckee Tahoe Airport,TKF,KTRK,United States,39.31789,-120.140503
Trujillo International Airport,TRU,SPRU,Peru,-8.08141,-79.108704
Truth or Consequences Municipal Airport,TCS,KTCS,United States,33.236938,-107.271004
Tsaratanana Airport,TTS,FMNT,Madagascar,-16.75,47.617001
Tsushima Airport,TSJ,RJDT,Japan,34.284882,129.330505
Tubuai Mataura Airport,TUB,NTAT,French Polynesia,-23.365299,-149.524002
Tucson Davis Monthan Air Force Base,DMA,KDMA,United States,32.166466,-110.883301
Tucson International Airport,TUS,KTUS,United States,32.116081,-110.941002
Tucson Marana Regional Airport,AVW,KAVQ,United States,32.408981,-111.216171
Tucson Ryan Field Airport,QDY,KRYN,United States,32.141582,-111.174538
Tucuman Airport,TUC,SANT,Argentina,-26.840799,-65.104897
Tucumcari Municipal Airport,TCC,KTCC,United States,35.18277,-103.602997
Tucupita San Rafael Airport,TUV,SVTC,Venezuela,9.088994,-62.094101
Tucurui Airport,TUR,SBTU,Brazil,-3.786,-49.7202
Tufi Airport,TFI,AYTU,Papua New Guinea,-9.076038,149.31987
Tuguegarao Airport,TUG,RPUT,Philippines,17.638332,121.730553
Tulare Mefford Field Airport,TLR,KTLR,United States,36.156303,-119.326004
Tulcea Delta Dunarii Airport,TCE,LRTC,Romania,45.06321,28.71431
Tulita Airport,ZFN,CZFN,Canada,64.909637,-125.570702
Tullahoma Regional Airport,THA,KTHA,United States,35.3801,-86.246399
Tulsa International Airport,TUL,KTUL,United States,36.195507,-95.886124
Tulsa Riverside Airport,RVS,KRVS,United States,36.039707,-95.984764
Tuluksak Airport,TLT,PALT,United States,61.088963,-160.924423
Tulum International Airport,TQO,MMTL,Mexico,20.174339,-87.65873
Tumaco La Florida Airport,TCO,SKCO,Colombia,1.814294,-78.749298
Tumbes Airport,TBP,SPME,Peru,-3.55252,-80.381302
Tumlingtar Airport,TMI,VNTR,Nepal,27.299999,87.199997
Tumut Airport,TUM,YTMU,Australia,-35.26804,148.240524
Tumxuk Tangwangcheng Airport,TWC,ZWTS,China,39.888268,79.234367
Tunica Municipal Airport,UTM,KUTA,United States,34.684998,-90.347702
Tunis Carthage International Airport,TUN,DTTA,Tunisia,36.851028,10.22721
Tuntutuliak Airport,WTL,KA61,United States,60.349976,-162.656296
Tununak Airport,TNK,K4KA,United States,60.56908,-165.246185
Tupelo Regional Airport,TUP,KTUP,United States,34.26318,-88.769707
Turaif Domestic Airport,TUI,OETR,Saudi Arabia,31.69268,38.731201
Turbat Airport,TUK,OPTU,Pakistan,25.983334,63.066666
Tureia Airport,ZTA,NTGY,French Polynesia,-20.784203,-138.567902
Turin Aeritalia Airport,QIA,LIMA,Italy,45.0863,7.603904
Turin Caselle Airport,TRN,LIMF,Italy,45.20076,7.649631
Turkey Creek Airport,TKY,YTKY,Australia,-17.040615,128.206009
Turkistan Hazret Sultan International Airport,HSA,UAIT,Kazakhstan,43.311111,68.550278
Turkmenabat International Airport,CRZ,UTAV,Turkmenistan,38.930832,63.563889
Turkmenbashi International Airport,KRW,UTAK,Turkmenistan,40.063332,53.007221
Turku Airport,TKU,EFTU,Finland,60.514141,22.2628
Turpan Jiaohe Airport,TLQ,ZWTP,China,43.030754,89.102272
Turukhansk Airport,THX,UOTT,Russia,65.797218,87.93528
Turweston Airport,QGT,EGBT,United Kingdom,52.040703,-1.101701
Tuscaloosa Regional Airport,TCL,KTCL,United States,33.220001,-87.610001
Tuticorin Airport,TCR,VOTK,India,8.724167,78.025833
Tuxtla Gutierrez International Airport,TGZ,MMTG,Mexico,16.561819,-93.026001
Tuy Hoa Dong Tac Airport,TBB,VVTH,Vietnam,13.04955,109.333702
Tuzla International Airport,TZL,LQTZ,Bosnia And Herzegovina,44.458649,18.724779
Twin Falls Magic Valley Regional Airport,TWF,KTWF,United States,42.4818,-114.487
Twizel Pukaki Airport,TWZ,NZUK,New Zealand,-44.238228,170.119171
Tyler Pounds Regional Airport,TYR,KTYR,United States,32.35413,-95.402298
Tymovskoye Zonalnoye Airport,ZZO,UHSO,Russia,50.669827,142.760223
Tynda Airport,TYD,UHBW,Russia,55.284981,124.779083
Tyumen Roschino International Airport,TJM,USTR,Russia,57.18956,65.324287
Ua Huka Airport,UAH,NTMU,French Polynesia,-8.93611,-139.552002
Ua Pou Airport,UAP,NTMP,French Polynesia,-9.35166,-140.076996
Ubatuba Airport,UBT,SDUB,Brazil,-23.441078,-45.075569
Ube Yamaguchi Airport,UBJ,RJDC,Japan,33.93,131.278595
Uberaba Airport,UBA,SBUR,Brazil,-19.764999,-47.964699
Uberlandia Airport,UDI,SBUL,Brazil,-18.882799,-48.225498
Ubon Ratchathani Airport,UBP,VTUU,Thailand,15.25127,104.870201
Udachny Polyarny Airport,PYJ,UERP,Russia,66.410004,112.050003
Udaipur Maharana Pratap Airport,UDR,VAUD,India,24.617689,73.896103
Udine Campoformido Airport,UDN,LIPD,Italy,46.03162,13.183431
Udon Thani International Airport,UTH,VTUD,Thailand,17.386431,102.7882
Uetersen Heist Airport,QUU,EDHE,Germany,53.647583,9.704747
Ufa International Airport,UFA,UWUU,Russia,54.55751,55.874409
Ukhta Airport,UCT,UUYH,Russia,63.56694,53.804722
Ukiah Municipal Airport,UKI,KUKI,United States,39.125816,-123.202164
Ukunda Airport,UKA,HKUK,Kenya,-4.29333,39.571098
Ulaanbaatar Chinggis Khaan International Airport,ULN,ZMUB,Mongolia,47.843048,106.766602
Ulaanbaatar New International Airport,UBN,ZMCK,Mongolia,47.646942,106.819725
Ulaangom Airport,ULO,ZMUG,Mongolia,50.067345,91.937103
Ulan-Ude Airport,UUD,UIUU,Russia,51.807758,107.437599
Ulanhot Airport,HLH,ZBUL,China,46.194439,122.008598
Ulanqab Jining Airport,UCB,ZBUC,China,41.129723,113.108055
Uliastai Donoi Airport,ULZ,ZMDN,Mongolia,47.709301,96.525803
Ulsan Airport,USN,RKPU,South Korea,35.593491,129.3517
Ulukhaktok Airport,YHI,CYHI,Canada,70.762772,-117.806
Ulyanovsk Baratayevka Airport,ULV,UWLL,Russia,54.275555,48.243057
Ulyanovsk Vostochny Airport,ULY,UWLW,Russia,54.400002,48.799999
Umea Airport,UME,ESNU,Sweden,63.791821,20.282749
Umiujaq Airport,YUD,CYMU,Canada,56.53611,-76.518333
